Date,Returns,Drawdown
2024-11-08,0.8465,-0.03
2024-11-08,0.8464,-0.03
2024-11-08,0.8436,-0.03
2024-11-08,0.8426,-0.03
2024-11-11,0.8422,-0.03
2024-11-11,0.8413,-0.03
2024-11-11,0.8402,-0.03
2024-11-11,0.8399,-0.03
2024-11-11,0.8398,-0.03
2024-11-11,0.8386,-0.03
2024-11-11,0.8359,-0.03
2024-11-12,0.8355,-0.03
2024-11-12,0.8343,-0.03
2024-11-12,0.8344,-0.03
2024-11-12,0.8345,-0.03
2024-11-13,0.8343,-0.03
2024-11-13,0.8341,-0.03
2024-11-13,0.8341,-0.03
2024-11-13,0.8347,-0.03
2024-11-13,0.8348,-0.03
2024-11-13,0.8349,-0.03
2024-11-13,0.8346,-0.03
2024-11-13,0.8347,-0.03
2024-11-14,0.8341,-0.03
2024-11-14,0.8349,-0.03
2024-11-14,0.8351,-0.03
2024-11-18,0.8353,-0.03
2024-11-18,0.8356,-0.03
2024-11-18,0.8356,-0.03
2024-11-18,0.8356,-0.03
2024-11-18,0.8356,-0.03
2024-11-18,0.8357,-0.03
2024-11-18,0.8354,-0.03
2024-11-18,0.8351,-0.03
2024-11-18,0.8352,-0.03
2024-11-18,0.8352,-0.03
2024-11-18,0.8349,-0.03
2024-11-18,0.8346,-0.03
2024-11-18,0.8361,-0.03
2024-11-18,0.8375,-0.03
2024-11-26,0.8373,-0.03
2024-11-26,0.8372,-0.03
2024-11-19,0.8372,-0.03
2024-11-19,0.8373,-0.03
2024-11-20,0.837,-0.03
2024-11-20,0.8367,-0.03
2024-11-20,0.8357,-0.03
2024-11-20,0.8346,-0.03
2024-11-20,0.8332,-0.04
2024-11-20,0.8318,-0.04
2024-11-20,0.831,-0.04
2024-11-20,0.8302,-0.04
2024-11-20,0.8286,-0.04
2024-11-20,0.8269,-0.04
2024-11-20,0.8261,-0.04
2024-11-20,0.8253,-0.04
2024-11-20,0.8255,-0.04
2024-11-20,0.8258,-0.04
2024-11-21,0.8263,-0.04
2024-11-21,0.8268,-0.04
2024-11-21,0.8267,-0.04
2024-11-21,0.8267,-0.04
2024-12-04,0.8265,-0.04
2024-12-04,0.8262,-0.04
2024-12-04,0.8252,-0.04
2024-12-04,0.8242,-0.04
2024-12-04,0.824,-0.04
2024-12-04,0.8238,-0.04
2024-12-04,0.8239,-0.04
2024-12-04,0.8241,-0.04
2024-12-04,0.8238,-0.04
2024-12-04,0.8235,-0.04
2024-12-04,0.8224,-0.04
2024-12-04,0.8213,-0.04
2024-12-04,0.8181,-0.04
2024-12-04,0.8149,-0.04
2024-12-09,0.8149,-0.04
2024-12-09,0.8149,-0.04
2024-12-09,0.8147,-0.04
